"","x","m","loc","dens"
"1962","B","j",47.6962318211952,1.00368345951943
"1963","B","j",47.8478320089308,1.0035542112793
"1964","B","j",47.9994321966665,1.00342685439745
"1965","B","j",48.1510323844021,1.00330416468679
"1966","B","j",48.3026325721378,1.0031833223205
"1967","B","j",48.4542327598735,1.003065437153
"1968","B","j",48.6058329476091,1.00295118273525
"1969","B","j",48.7574331353448,1.00283877173575
"1970","B","j",48.9090333230805,1.00273034715432
"1971","B","j",49.0606335108161,1.0026244776353
"1972","B","j",49.2122336985518,1.00252074018025
"1973","B","j",49.3638338862875,1.00242133913447
"1974","B","j",49.5154340740231,1.00232372578535
"1975","B","j",49.6670342617588,1.00222920683234
"1976","B","j",49.8186344494945,1.00213790461141
"1977","B","j",49.9702346372301,1.00204834937692
"1978","B","j",50.1218348249658,1.00196276068955
"1979","B","j",50.2734350127015,1.00187930648321
"1980","B","j",50.4250352004371,1.00179804854409
"1981","B","j",50.5766353881728,1.00172052253048
"1982","B","j",50.7282355759084,1.0016446143023
"1983","B","j",50.8798357636441,1.00157170559067
"1984","B","j",51.0314359513798,1.00150144565848
"1985","B","j",51.1830361391154,1.00143273931969
"1986","B","j",51.3346363268511,1.00136771727029
"1987","B","j",51.4862365145868,1.00130435022871
"1988","B","j",51.6378367023224,1.00124308435576
"1989","B","j",51.7894368900581,1.00118482859405
"1990","B","j",51.9410370777938,1.0011279560423
"1991","B","j",52.0926372655294,1.00107380882838
"1992","B","j",52.2442374532651,1.00102170705551
"1993","B","j",52.3958376410008,1.00097091712062
"1994","B","j",52.5474378287364,1.00092334375708
"1995","B","j",52.6990380164721,1.0008769714824
"1996","B","j",52.8506382042078,1.00083248483102
"1997","B","j",53.0022383919434,1.00079028930761
"1998","B","j",53.1538385796791,1.00074921816761
"1999","B","j",53.3054387674147,1.00071048504616
"2000","B","j",53.4570389551504,1.00067324045743
"2001","B","j",53.6086391428861,1.00063717975265
"2002","B","j",53.7602393306217,1.00060352162243
"2003","B","j",53.9118395183574,1.00057080789441
"2004","B","j",54.0634397060931,1.00053969167556
"2005","B","j",54.2150398938287,1.00051022759817
"2006","B","j",54.3666400815644,1.00048163587001
"2007","B","j",54.5182402693001,1.00045494673563
"2008","B","j",54.6698404570357,1.00042928074686
"2009","B","j",54.8214406447714,1.00040461867948
"2010","B","j",54.9730408325071,1.00038166237775
"2011","B","j",55.1246410202427,1.00035941620858
"2012","B","j",55.2762412079784,1.0003384530541
"2013","B","j",55.4278413957141,1.00031862094259
"2014","B","j",55.5794415834497,1.00029943634855
"2015","B","j",55.7310417711854,1.0002817247204
"2016","B","j",55.882641958921,1.00026467753605
"2017","B","j",56.0342421466567,1.00024843434061
"2018","B","j",56.1858423343924,1.00023334416831
"2019","B","j",56.337442522128,1.00021876549008
"2020","B","j",56.4890427098637,1.00020516627361
"2021","B","j",56.6406428975994,1.00019230272941
"2022","B","j",56.792243085335,1.00017989965335
"2023","B","j",56.9438432730707,1.00016858345614
"2024","B","j",57.0954434608064,1.00015767438446
"2025","B","j",57.247043648542,1.00014737542086
"2026","B","j",57.3986438362777,1.00013781902632
"2027","B","j",57.5502440240134,1.00012861585808
"2028","B","j",57.701844211749,1.00012012464363
"2029","B","j",57.8534443994847,1.00011208798046
"2030","B","j",58.0050445872203,1.00010439580279
"2031","B","j",58.156644774956,1.00009740774764
"2032","B","j",58.3082449626917,1.0000906848759
"2033","B","j",58.4598451504273,1.00008440166862
"2034","B","j",58.611445338163,1.00007857411146
"2035","B","j",58.7630455258987,1.00007298052052
"2036","B","j",58.9146457136343,1.00006788019514
"2037","B","j",59.06624590137,1.00006304640367
"2038","B","j",59.2178460891057,1.00005846199978
"2039","B","j",59.3694462768413,1.00005430369864
"2040","B","j",59.521046464577,1.00005031603583
"2041","B","j",59.6726466523127,1.00004662968643
"2042","B","j",59.8242468400483,1.00004320961169
"2043","B","j",59.975847027784,1.00003993819149
"2044","B","j",60.1274472155197,1.00003699271682
"2045","B","j",60.2790474032553,1.00003419530688
"2046","B","j",60.430647590991,1.0000315686896
"2047","B","j",60.5822477787266,1.00002918806856
"2048","B","j",60.7338479664623,1.00002691278939
"2049","C","i",-10.7804255963186,1.99994528679435
"2050","C","i",-10.6423417387988,1.99994100121741
"2051","C","i",-10.5042578812789,1.99993641213921
"2052","C","i",-10.3661740237591,1.99993163220766
"2053","C","i",-10.2280901662393,1.99992632091681
"2054","C","i",-10.0900063087194,1.9999207934361
"2055","C","i",-9.95192245119959,1.99991487735889
"2056","C","i",-9.81383859367976,1.99990849964991
"2057","C","i",-9.67575473615992,1.99990188001748
"2058","C","i",-9.53767087864008,1.99989460736353
"2059","C","i",-9.39958702112024,1.99988699342759
"2060","C","i",-9.2615031636004,1.99987895050413
"2061","C","i",-9.12341930608057,1.9998702307657
"2062","C","i",-8.98533544856073,1.99986119264234
"2063","C","i",-8.84725159104089,1.9998514059362
"2064","C","i",-8.70916773352105,1.99984108876434
"2065","C","i",-8.57108387600121,1.99983032071138
"2066","C","i",-8.43300001848138,1.99981859230897
"2067","C","i",-8.29491616096154,1.99980645394957
"2068","C","i",-8.1568323034417,1.99979348470659
"2069","C","i",-8.01874844592186,1.99977973224755
"2070","C","i",-7.88066458840202,1.9997655303702
"2071","C","i",-7.74258073088219,1.99975001637816
"2072","C","i",-7.60449687336235,1.99973398097914
"2073","C","i",-7.46641301584251,1.99971705656916
"2074","C","i",-7.32832915832267,1.9996990237077
"2075","C","i",-7.19024530080283,1.99968042940974
"2076","C","i",-7.052161443283,1.99966039106597
"2077","C","i",-6.91407758576316,1.99963955404049
"2078","C","i",-6.77599372824332,1.99961780605413
"2079","C","i",-6.63790987072348,1.99959454616371
"2080","C","i",-6.49982601320364,1.99957060087902
"2081","C","i",-6.3617421556838,1.99954511515662
"2082","C","i",-6.22365829816397,1.99951848193472
"2083","C","i",-6.08557444064413,1.99949096395686
"2084","C","i",-5.94749058312429,1.99946145175043
"2085","C","i",-5.80940672560445,1.99943112231756
"2086","C","i",-5.67132286808461,1.99939920589863
"2087","C","i",-5.53323901056478,1.99936572186596
"2088","C","i",-5.39515515304494,1.99933136858251
"2089","C","i",-5.2570712955251,1.99929460485507
"2090","C","i",-5.11898743800526,1.99925682078268
"2091","C","i",-4.98090358048542,1.99921746588252
"2092","C","i",-4.84281972296559,1.99917605917836
"2093","C","i",-4.70473586544575,1.99913365079514
"2094","C","i",-4.56665200792591,1.99908878575778
"2095","C","i",-4.42856815040607,1.99904248921529
"2096","C","i",-4.29048429288623,1.99899471021793
"2097","C","i",-4.1524004353664,1.99894434684575
"2098","C","i",-4.01431657784656,1.99889285878173
"2099","C","i",-3.87623272032672,1.99883895221714
"2100","C","i",-3.73814886280688,1.99878315933019
"2101","C","i",-3.60006500528704,1.99872604875582
"2102","C","i",-3.46198114776721,1.99866579789181
"2103","C","i",-3.32389729024737,1.99860431825305
"2104","C","i",-3.18581343272753,1.99854054921599
"2105","C","i",-3.04772957520769,1.99847441956616
"2106","C","i",-2.90964571768785,1.99840702818566
"2107","C","i",-2.77156186016802,1.9983363161592
"2108","C","i",-2.63347800264818,1.99826411788215
"2109","C","i",-2.49539414512834,1.99818984914277
"2110","C","i",-2.3573102876085,1.99811275865127
"2111","C","i",-2.21922643008866,1.99803434601024
"2112","C","i",-2.08114257256883,1.99795284292296
"2113","C","i",-1.94305871504899,1.99786945583027
"2114","C","i",-1.80497485752915,1.99778429698104
"2115","C","i",-1.66689100000931,1.99769590783839
"2116","C","i",-1.52880714248947,1.9976061781811
"2117","C","i",-1.39072328496963,1.99751368985106
"2118","C","i",-1.2526394274498,1.99741896560446
"2119","C","i",-1.11455556992996,1.99732282878014
"2120","C","i",-0.976471712410122,1.99722314903783
"2121","C","i",-0.838387854890284,1.99712215934129
"2122","C","i",-0.700303997370446,1.9970188239769
"2123","C","i",-0.562220139850607,1.99691298625988
"2124","C","i",-0.424136282330769,1.99680586504721
"2125","C","i",-0.286052424810931,1.99669555313394
"2126","C","i",-0.147968567291093,1.9965837514731
"2127","C","i",-0.00988470977125466,1.99647006883575
"2128","C","i",0.128199147748584,1.99635374130338
"2129","C","i",0.26628300526842,1.9962362350363
"2130","C","i",0.404366862788258,1.99611611375447
"2131","C","i",0.542450720308096,1.99599435162999
"2132","C","i",0.680534577827935,1.99587118863572
"2133","C","i",0.818618435347773,1.99574539437227
"2134","C","i",0.956702292867611,1.99561857661699
"2135","C","i",1.09478615038745,1.99548974730635
"2136","C","i",1.23287000790729,1.99535926083335
"2137","C","i",1.37095386542713,1.99522782301237
"2138","C","i",1.50903772294696,1.99509395815483
"2139","C","i",1.6471215804668,1.99495926159901
"2140","C","i",1.78520543798664,1.99482314025402
"2141","C","i",1.92328929550648,1.99468549785373
"2142","C","i",2.06137315302631,1.99454711705112
"2143","C","i",2.19945701054615,1.99440704572355
"2144","C","i",2.33754086806599,1.99426619098901
"2145","C","i",2.47562472558583,1.99412443875174
"2146","C","i",2.61370858310567,1.99398145644053
"2147","C","i",2.75179244062551,1.99383797376191
"2148","C","i",2.88987629814534,1.99369346938003
"2149","C","i",3.02796015566518,1.99354836376171
"2150","C","i",3.16604401318502,1.99340279249077
"2151","C","i",3.30412787070486,1.99325642163725
"2152","C","i",3.4422117282247,1.99310979654315
"2153","C","i",3.58029558574453,1.99296270951584
"2154","C","i",3.71837944326437,1.99281532265126
"2155","C","i",3.85646330078421,1.99266777514188
"2156","C","i",3.99454715830405,1.99251997805993
"2157","C","i",4.13263101582389,1.99237215525525
"2158","C","i",4.27071487334372,1.99222429266701
"2159","C","i",4.40879873086356,1.99207651941565
"2160","C","i",4.5468825883834,1.99192881090923
"2161","C","i",4.68496644590324,1.99178135807817
"2162","C","i",4.82305030342308,1.99163412862282
"2163","C","i",4.96113416094291,1.99148713151548
"2164","C","i",5.09921801846275,1.99134065462941
"2165","C","i",5.23730187598259,1.99119443093237
"2166","C","i",5.37538573350243,1.9910487884425
"2167","C","i",5.51346959102226,1.99090365838647
"2168","C","i",5.6515534485421,1.99075888792204
"2169","C","i",5.78963730606194,1.99061505401562
"2170","C","i",5.92772116358178,1.99047160963032
"2171","C","i",6.06580502110162,1.9903288982293
"2172","C","i",6.20388887862146,1.99018697809094
"2173","C","i",6.34197273614129,1.99004548357698
"2174","C","i",6.48005659366113,1.98990514327542
"2175","C","i",6.61814045118097,1.98976532816649
"2176","C","i",6.75622430870081,1.98962624801384
"2177","C","i",6.89430816622065,1.98948817481309
"2178","C","i",7.03239202374048,1.98935057365811
"2179","C","i",7.17047588126032,1.98921407591902
"2180","C","i",7.30855973878016,1.98907824025185
"2181","C","i",7.4466435963,1.98894302996258
"2182","C","i",7.58472745381984,1.98880893044872
"2183","C","i",7.72281131133968,1.98867528235888
"2184","C","i",7.86089516885951,1.98854255445776
"2185","C","i",7.99897902637935,1.98841053765761
"2186","C","i",8.13706288389919,1.98827897219708
"2187","C","i",8.27514674141903,1.98814847176046
"2188","C","i",8.41323059893886,1.98801833994253
"2189","C","i",8.5513144564587,1.98788886623899
"2190","C","i",8.68939831397854,1.98776003219595
"2191","C","i",8.82748217149838,1.98763151967564
"2192","C","i",8.96556602901822,1.98750373751764
"2193","C","i",9.10364988653805,1.98737624925541
"2194","C","i",9.24173374405789,1.98724913373185
"2195","C","i",9.37981760157773,1.98712244930866
"2196","C","i",9.51790145909757,1.98699593623632
"2197","C","i",9.65598531661741,1.98686974954454
"2198","C","i",9.79406917413725,1.98674369650992
"2199","C","i",9.93215303165708,1.98661775809216
"2200","C","i",10.0702368891769,1.98649190790893
"2201","C","i",10.2083207466968,1.98636605197002
"2202","C","i",10.3464046042166,1.98624015518567
"2203","C","i",10.4844884617364,1.98611412448102
"2204","C","i",10.6225723192563,1.98598801646978
"2205","C","i",10.7606561767761,1.98586154436732
"2206","C","i",10.898740034296,1.98573488249007
"2207","C","i",11.0368238918158,1.9856078939645
"2208","C","i",11.1749077493356,1.98548041846171
"2209","C","i",11.3129916068555,1.98535268595297
"2210","C","i",11.4510754643753,1.98522422736749
"2211","C","i",11.5891593218951,1.9850953315197
"2212","C","i",11.727243179415,1.98496593250354
"2213","C","i",11.8653270369348,1.98483564800533
"2214","C","i",12.0034108944547,1.984704951024
"2215","C","i",12.1414947519745,1.98457330553299
"2216","C","i",12.2795786094943,1.98444093822851
"2217","C","i",12.4176624670142,1.98430800937668
"2218","C","i",12.555746324534,1.98417380637947
"2219","C","i",12.6938301820538,1.98403907934504
"2220","C","i",12.8319140395737,1.98390333081047
"2221","C","i",12.9699978970935,1.98376658871993
"2222","C","i",13.1080817546134,1.98362929478504
"2223","C","i",13.2461656121332,1.9834904936809
"2224","C","i",13.384249469653,1.98335107764933
"2225","C","i",13.5223333271729,1.98321070614598
"2226","C","i",13.6604171846927,1.98306914179416
"2227","C","i",13.7985010422125,1.98292700314887
"2228","C","i",13.9365848997324,1.98278349685825
"2229","C","i",14.0746687572522,1.98263924493293
"2230","C","i",14.2127526147721,1.98249421399633
"2231","C","i",14.3508364722919,1.98234792737334
"2232","C","i",14.4889203298117,1.98220112032913
"2233","C","i",14.6270041873316,1.98205322837285
"2234","C","i",14.7650880448514,1.98190457713556
"2235","C","i",14.9031719023713,1.98175539065907
"2236","C","i",15.0412557598911,1.98160508429312
"2237","C","i",15.1793396174109,1.98145439209534
"2238","C","i",15.3174234749308,1.98130299317572
"2239","C","i",15.4555073324506,1.98115099453699
"2240","C","i",15.5935911899704,1.9809986841085
"2241","C","i",15.7316750474903,1.98084571130403
"2242","C","i",15.8697589050101,1.98069253136642
"2243","C","i",16.00784276253,1.98053906024881
"2244","C","i",16.1459266200498,1.98038536936527
"2245","C","i",16.2840104775696,1.98023161013089
"2246","C","i",16.4220943350895,1.98007781093309
"2247","C","i",16.5601781926093,1.97992411615809
"2248","C","i",16.6982620501291,1.9797705204544
"2249","C","i",16.836345907649,1.97961733652978
"2250","C","i",16.9744297651688,1.9794643920488
"2251","C","i",17.1125136226887,1.97931201132756
"2252","C","i",17.2505974802085,1.97916026312377
"2253","C","i",17.3886813377283,1.97900891824766
"2254","C","i",17.5267651952482,1.97885887653744
"2255","C","i",17.664849052768,1.97870942782175
"2256","C","i",17.8029329102879,1.97856105820244
"2257","C","i",17.9410167678077,1.97841407072766
"2258","C","i",18.0791006253275,1.97826782051734
"2259","C","i",18.2171844828474,1.97812366863927
"2260","C","i",18.3552683403672,1.97798065141122
"2261","C","i",18.493352197887,1.97783907967113
"2262","C","i",18.6314360554069,1.97769983778748
"2263","C","i",18.7695199129267,1.97756170653722
"2264","C","i",18.9076037704466,1.97742622599991
"2265","C","i",19.0456876279664,1.97729262490592
"2266","C","i",19.1837714854862,1.97716064267562
"2267","C","i",19.3218553430061,1.97703208031181
"2268","C","i",19.4599392005259,1.97690497730261
"2269","C","i",19.5980230580457,1.97678084411001
"2270","C","i",19.7361069155656,1.97665945353385
"2271","C","i",19.8741907730854,1.97653964381221
"2272","C","i",20.0122746306053,1.9764243922201
"2273","C","i",20.1503584881251,1.97631089130935
"2274","C","i",20.2884423456449,1.97620041806959
"2275","C","i",20.4265262031648,1.97609358488725
"2276","C","i",20.5646100606846,1.97598858660893
"2277","C","i",20.7026939182044,1.97588822181225
"2278","C","i",20.8407777757243,1.97579030294114
"2279","C","i",20.9788616332441,1.97569521114964
"2280","C","i",21.116945490764,1.97560458046004
"2281","C","i",21.2550293482838,1.97551593039879
"2282","C","i",21.3931132058036,1.97543166203679
"2283","C","i",21.5311970633235,1.97535046995952
"2284","C","i",21.6692809208433,1.97527168186573
"2285","C","i",21.8073647783632,1.9751979712991
"2286","C","i",21.945448635883,1.97512625163351
"2287","C","i",22.0835324934028,1.97505837363278
"2288","C","i",22.2216163509227,1.97499402110954
"2289","C","i",22.3597002084425,1.97493162317492
"2290","C","i",22.4977840659623,1.97487432475487
"2291","C","i",22.6358679234822,1.97481900406568
"2292","C","i",22.773951781002,1.97476677061664
"2293","C","i",22.9120356385219,1.97471821369405
"2294","C","i",23.0501194960417,1.97467140539103
"2295","C","i",23.1882033535615,1.97462865083519
"2296","C","i",23.3262872110814,1.97458801176835
"2297","C","i",23.4643710686012,1.97454959265148
"2298","C","i",23.602454926121,1.97451460224919
"2299","C","i",23.7405387836409,1.97448100304392
"2300","C","i",23.8786226411607,1.97445026088777
"2301","C","i",24.0167064986806,1.9744214349034
"2302","C","i",24.1547903562004,1.97439396583177
"2303","C","i",24.2928742137202,1.97436921242136
"2304","C","i",24.4309580712401,1.97434536212081
"2305","C","i",24.5690419287599,1.97432315718373
"2306","C","i",24.7071257862798,1.9743022772163
"2307","C","i",24.8452096437996,1.97428208318335
"2308","C","i",24.9832935013194,1.97426326962008
"2309","C","i",25.1213773588393,1.97424484848986
"2310","C","i",25.2594612163591,1.97422698153614
"2311","C","i",25.3975450738789,1.97420945083589
"2312","C","i",25.5356289313988,1.97419200141341
"2313","C","i",25.6737127889186,1.97417447406709
"2314","C","i",25.8117966464385,1.97415663186407
"2315","C","i",25.9498805039583,1.97413848962011
"2316","C","i",26.0879643614781,1.97411935105675
"2317","C","i",26.226048218998,1.97409967272028
"2318","C","i",26.3641320765178,1.97407874939771
"2319","C","i",26.5022159340377,1.97405651963943
"2320","C","i",26.6402997915575,1.97403345295947
"2321","C","i",26.7783836490773,1.97400782958848
"2322","C","i",26.9164675065972,1.97398109255204
"2323","C","i",27.054551364117,1.97395232978344
"2324","C","i",27.1926352216368,1.97392109333107
"2325","C","i",27.3307190791567,1.97388854854221
"2326","C","i",27.4688029366765,1.97385239851834
"2327","C","i",27.6068867941963,1.97381438897287
"2328","C","i",27.7449706517162,1.9737739998695
"2329","C","i",27.883054509236,1.97372995329533
"2330","C","i",28.0211383667559,1.9736841992961
"2331","C","i",28.1592222242757,1.9736344576868
"2332","C","i",28.2973060817955,1.9735820273455
"2333","C","i",28.4353899393154,1.97352727077389
"2334","C","i",28.5734737968352,1.97346785150169
"2335","C","i",28.7115576543551,1.97340651499758
"2336","C","i",28.8496415118749,1.97334132201876
"2337","C","i",28.9877253693947,1.97327276760923
"2338","C","i",29.1258092269146,1.97320226952942
"2339","C","i",29.2638930844344,1.97312649213674
"2340","C","i",29.4019769419542,1.97304881345503
"2341","C","i",29.5400607994741,1.97296783604251
"2342","C","i",29.6781446569939,1.97288316719323
"2343","C","i",29.8162285145138,1.97279667167678
"2344","C","i",29.9543123720336,1.97270580688725
"2345","C","i",30.0923962295534,1.97261282963948
"2346","C","i",30.2304800870733,1.97251739990263
"2347","C","i",30.3685639445931,1.97241846497531
"2348","C","i",30.506647802113,1.97231805912409
"2349","C","i",30.6447316596328,1.97221456296568
"2350","C","i",30.7828155171526,1.97210917076885
"2351","C","i",30.9208993746725,1.97200229025798
"2352","C","i",31.0589832321923,1.9718927446457
"2353","C","i",31.1970670897121,1.97178230910228
"2354","C","i",31.335150947232,1.97167023082883
"2355","C","i",31.4732348047518,1.97155702521367
"2356","C","i",31.6113186622717,1.97144320785774
"2357","C","i",31.7494025197915,1.97132835115802
"2358","C","i",31.8874863773113,1.97121334824857
"2359","C","i",32.0255702348312,1.97109811604614
"2360","C","i",32.163654092351,1.97098314655414
"2361","C","i",32.3017379498708,1.97086839542289
"2362","C","i",32.4398218073907,1.97075461170727
"2363","C","i",32.5779056649105,1.97064174200939
"2364","C","i",32.7159895224304,1.97052983570129
"2365","C","i",32.8540733799502,1.97042020837041
"2366","C","i",32.99215723747,1.9703117353942
"2367","C","i",33.1302410949899,1.97020598275992
"2368","C","i",33.2683249525097,1.97010274061115
"2369","C","i",33.4064088100295,1.97000128431565
"2370","C","i",33.5444926675494,1.96990468635167
"2371","C","i",33.6825765250692,1.96981021569385
"2372","C","i",33.8206603825891,1.96971979835549
"2373","C","i",33.9587442401089,1.96963396859032
"2374","C","i",34.0968280976287,1.96955063780208
"2375","C","i",34.2349119551486,1.9694744648559
"2376","C","i",34.3729958126684,1.96940171648692
"2377","C","i",34.5110796701883,1.96933382616355
"2378","C","i",34.6491635277081,1.96927296788177
"2379","C","i",34.7872473852279,1.96921551378476
"2380","C","i",34.9253312427478,1.96916638116902
"2381","C","i",35.0634151002676,1.96912256721891
"2382","C","i",35.2014989577874,1.96908384405738
"2383","C","i",35.3395828153073,1.96905480532875
"2384","C","i",35.4776666728271,1.96902995121075
"2385","C","i",35.615750530347,1.96901391211222
"2386","C","i",35.7538343878668,1.9690052866096
"2387","C","i",35.8919182453866,1.96900143238712
"2388","C","i",36.0300021029065,1.96900993319964
"2389","C","i",36.1680859604263,1.96902322436086
"2390","C","i",36.3061698179461,1.96904517753922
"2391","C","i",36.444253675466,1.96907667140595
"2392","C","i",36.5823375329858,1.96911313350917
"2393","C","i",36.7204213905057,1.96916245088444
"2394","C","i",36.8585052480255,1.96921794831964
"2395","C","i",36.9965891055453,1.96928138960964
"2396","C","i",37.1346729630652,1.96935635161224
"2397","C","i",37.272756820585,1.9694365861491
"2398","C","i",37.4108406781049,1.9695288644781
"2399","C","i",37.5489245356247,1.9696289510275
"2400","C","i",37.6870083931445,1.96973582306026
"2401","C","i",37.8250922506644,1.96985587555769
"2402","C","i",37.9631761081842,1.9699812745436
"2403","C","i",38.101259965704,1.97011738628093
"2404","C","i",38.2393438232239,1.97026268758158
"2405","C","i",38.3774276807437,1.97041332779686
"2406","C","i",38.5155115382636,1.9705783351742
"2407","C","i",38.6535953957834,1.97074853677062
"2408","C","i",38.7916792533032,1.97092776563098
"2409","C","i",38.9297631108231,1.97111717837057
"2410","C","i",39.0678469683429,1.97131166590761
"2411","C","i",39.2059308258628,1.97151849659664
"2412","C","i",39.3440146833826,1.97173146841071
"2413","C","i",39.4820985409024,1.97195160152152
"2414","C","i",39.6201823984223,1.97218241427846
"2415","C","i",39.7582662559421,1.97241786323976
"2416","C","i",39.8963501134619,1.97266336785263
"2417","C","i",40.0344339709818,1.9729155722802
"2418","C","i",40.1725178285016,1.9731730593559
"2419","C","i",40.3106016860214,1.9734411470612
"2420","C","i",40.4486855435413,1.97371326515045
"2421","C","i",40.5867694010611,1.97399311560616
"2422","C","i",40.724853258581,1.97427973710323
"2423","C","i",40.8629371161008,1.97457011709534
"2424","C","i",41.0010209736206,1.97486997119012
"2425","C","i",41.1391048311405,1.97517333706387
"2426","C","i",41.2771886886603,1.97548223586533
"2427","C","i",41.4152725461802,1.97579744992976
"2428","C","i",41.5533564037,1.97611564490746
"2429","C","i",41.6914402612198,1.97644060294814
"2430","C","i",41.8295241187397,1.97676895055487
"2431","C","i",41.9676079762595,1.97710088661033
"2432","C","i",42.1056918337793,1.97743815188981
"2433","C","i",42.2437756912992,1.97777754782893
"2434","C","i",42.381859548819,1.97812126999772
"2435","C","i",42.5199434063389,1.97846778650038
"2436","C","i",42.6580272638587,1.97881629980697
"2437","C","i",42.7961111213785,1.97916865728182
"2438","C","i",42.9341949788984,1.97952226313777
"2439","C","i",43.0722788364182,1.97987813622951
"2440","C","i",43.2103626939381,1.98023575903005
"2441","C","i",43.3484465514579,1.98059428802208
"2442","C","i",43.4865304089777,1.98095456842273
"2443","C","i",43.6246142664976,1.98131530717846
"2444","C","i",43.7626981240174,1.98167669911036
"2445","C","i",43.9007819815372,1.98203840003727
"2446","C","i",44.0388658390571,1.98240014527439
"2447","C","i",44.1769496965769,1.98276163039873
"2448","C","i",44.3150335540968,1.98312261138664
"2449","C","i",44.4531174116166,1.98348310770572
"2450","C","i",44.5912012691364,1.98384215448269
"2451","C","i",44.7292851266563,1.98420043969734
"2452","C","i",44.8673689841761,1.98455697938445
"2453","C","i",45.0054528416959,1.98491174294392
"2454","C","i",45.1435366992158,1.98526535811869
"2455","C","i",45.2816205567356,1.98561554477588
"2456","C","i",45.4197044142555,1.98596424862706
"2457","C","i",45.5577882717753,1.98631024539817
"2458","C","i",45.6958721292951,1.9866529722582
"2459","C","i",45.833955986815,1.98699396552711
"2460","C","i",45.9720398443348,1.98733016869149
"2461","C","i",46.1101237018546,1.98766391105881
"2462","C","i",46.2482075593745,1.98799447612003
"2463","C","i",46.3862914168943,1.988320155088
"2464","C","i",46.5243752744142,1.98864353558984
"2465","C","i",46.662459131934,1.9889615008447
"2466","C","i",46.8005429894538,1.98927578434459
"2467","C","i",46.9386268469737,1.98958685413556
"2468","C","i",47.0767107044935,1.98989140305503
"2469","C","i",47.2147945620134,1.99019321641192
"2470","C","i",47.3528784195332,1.99048947417535
"2471","C","i",47.490962277053,1.99078077684754
"2472","C","i",47.6290461345729,1.99106918706315
"2473","C","i",47.7671299920927,1.99134952382275
"2474","C","i",47.9052138496125,1.99162682133204
"2475","C","i",48.0432977071324,1.9918988262911
"2476","C","i",48.1813815646522,1.9921646435269
"2477","C","i",48.3194654221721,1.99242734138064
"2478","C","i",48.4575492796919,1.99268222207377
"2479","C","i",48.5956331372117,1.9929330737732
"2480","C","i",48.7337169947316,1.99317920630121
"2481","C","i",48.8718008522514,1.99341804269807
"2482","C","i",49.0098847097712,1.99365363965802
"2483","C","i",49.1479685672911,1.99388206448566
"2484","C","i",49.2860524248109,1.99410552383813
"2485","C","i",49.4241362823308,1.99432505049683
"2486","C","i",49.5622201398506,1.99453636522168
"2487","C","i",49.7003039973704,1.99474443895904
"2488","C","i",49.8383878548903,1.99494622526771
"2489","C","i",49.9764717124101,1.99514225072077
"2490","C","i",50.11455556993,1.99533506305532
"2491","C","i",50.2526394274498,1.99551936081966
"2492","C","i",50.3907232849696,1.99570033320905
"2493","C","i",50.5288071424895,1.99587604198651
"2494","C","i",50.6668910000093,1.99604538331364
"2495","C","i",50.8049748575291,1.99621164928958
"2496","C","i",50.943058715049,1.99637059841938
"2497","C","i",51.0811425725688,1.99652560611441
"2498","C","i",51.2192264300887,1.99667642266675
"2499","C","i",51.3573102876085,1.99682048201814
"2500","C","i",51.4953941451283,1.99696167851332
"2501","C","i",51.6334780026482,1.99709680674448
"2502","C","i",51.771561860168,1.99722755272399
"2503","C","i",51.9096457176878,1.99735515296933
"2504","C","i",52.0477295752077,1.99747583167127
"2505","C","i",52.1858134327275,1.99759391334102
"2506","C","i",52.3238972902474,1.99770714654018
"2507","C","i",52.4619811477672,1.99781574383018
"2508","C","i",52.600065005287,1.9979218570331
"2509","C","i",52.7381488628069,1.99802169779427
"2510","C","i",52.8762327203267,1.99811894115105
"2511","C","i",53.0143165778466,1.99821246621936
"2512","C","i",53.1524004353664,1.99830128445778
"2513","C","i",53.2904842928862,1.99838792413606
"2514","C","i",53.4285681504061,1.99846959586904
"2515","C","i",53.5666520079259,1.99854845171392
"2516","C","i",53.7047358654457,1.99862458844851
"2517","C","i",53.8428197229656,1.99869611248902
"2518","C","i",53.9809035804854,1.99876576933423
"2519","C","i",54.1189874380052,1.99883161658703
"2520","C","i",54.2570712955251,1.99889457881025
"2521","C","i",54.3951551530449,1.9989556670372
"2522","C","i",54.5332390105648,1.99901237462774
"2523","C","i",54.6713228680846,1.99906751729729
"2524","C","i",54.8094067256044,1.99911984009132
"2525","C","i",54.9474905831243,1.99916933644209
"2526","C","i",55.0855744406441,1.99921737985872
"2527","C","i",55.223658298164,1.99926190574624
"2528","C","i",55.3617421556838,1.99930488568411
"2529","C","i",55.4998260132036,1.99934586057592
"2530","C","i",55.6379098707235,1.99938416840592
"2531","C","i",55.7759937282433,1.99942129423541
"2532","C","i",55.9140775857632,1.99945582568763
"2533","C","i",56.052161443283,1.99948880751472
"2534","C","i",56.1902453008028,1.99952043071351
"2535","C","i",56.3283291583227,1.99954961823668
"2536","C","i",56.4664130158425,1.99957786433229
"2537","C","i",56.6044968733623,1.99960425623029
"2538","C","i",56.7425807308822,1.99962917299045
"2539","C","i",56.880664588402,1.99965322457886
"2540","C","i",57.0187484459219,1.99967511611133
"2541","C","i",57.1568323034417,1.99969627342114
"2542","C","i",57.2949161609615,1.99971615128917
