"","x","m","loc","dens"
"919","A","j",48.2080759804097,0.00965610373593662
"920","A","j",48.3755715018742,0.00943596228558973
"921","A","j",48.5430670233387,0.00921621643738944
"922","A","j",48.7105625448032,0.00899786518004956
"923","A","j",48.8780580662677,0.00878033538921233
"924","A","j",49.0455535877322,0.00856393230990616
"925","A","j",49.2130491091968,0.00834936875459176
"926","A","j",49.3805446306613,0.00813569356766711
"927","A","j",49.5480401521258,0.00792445271032708
"928","A","j",49.7155356735903,0.00771472662229643
"929","A","j",49.8830311950548,0.00750665494555663
"930","A","j",50.0505267165193,0.0073015127367412
"931","A","j",50.2180222379839,0.00709767412432539
"932","A","j",50.3855177594484,0.00689699543230078
"933","A","j",50.5530132809129,0.00669854590304724
"934","A","j",50.7205088023774,0.00650203949585168
"935","A","j",50.8880043238419,0.00630948101564554
"936","A","j",51.0554998453064,0.00611855149054443
"937","A","j",51.222995366771,0.005931207541053
"938","A","j",51.3904908882355,0.00574677847510754
"939","A","j",51.5579864097,0.00556437008256502
"940","A","j",51.7254819311645,0.00538680257929254
"941","A","j",51.892977452629,0.00521109398223075
"942","A","j",52.0604729740935,0.00503912824409782
"943","A","j",52.227968495558,0.0048706898956816
"944","A","j",52.3954640170226,0.00470417692919736
"945","A","j",52.5629595384871,0.00454322993103213
"946","A","j",52.7304550599516,0.00438427728507261
"947","A","j",52.8979505814161,0.00422900022272704
"948","A","j",53.0654461028806,0.00407775399637675
"949","A","j",53.2329416243451,0.00392852845068834
"950","A","j",53.4004371458097,0.00378475893989769
"951","A","j",53.5679326672742,0.00364335065952196
"952","A","j",53.7354281887387,0.0035053767880964
"953","A","j",53.9029237102032,0.0033718032771075
"954","A","j",54.0704192316677,0.00324026715071251
"955","A","j",54.2379147531322,0.00311385751168279
"956","A","j",54.4054102745968,0.00299010402964161
"957","A","j",54.5729057960613,0.0028694222627427
"958","A","j",54.7404013175258,0.00275336356029296
"959","A","j",54.9078968389903,0.00263928699082539
"960","A","j",55.0753923604548,0.00252986043122351
"961","A","j",55.2428878819193,0.00242329125791245
"962","A","j",55.4103834033839,0.00231935930402426
"963","A","j",55.5778789248484,0.00222012508488558
"964","A","j",55.7453744463129,0.00212276032373762
"965","A","j",55.9128699677774,0.00202948029245251
"966","A","j",56.0803654892419,0.00193915866265474
"967","A","j",56.2478610107064,0.00185101167299932
"968","A","j",56.4153565321709,0.0017674981801161
"969","A","j",56.5828520536355,0.00168569949025004
"970","A","j",56.7503475751,0.00160738254350165
"971","A","j",56.9178430965645,0.00153202705983662
"972","A","j",57.085338618029,0.00145839112371038
"973","A","j",57.2528341394935,0.00138920287524677
"974","A","j",57.420329660958,0.00132154789128091
"975","A","j",57.5878251824226,0.00125677574367539
"976","A","j",57.7553207038871,0.00119487960407128
"977","A","j",57.9228162253516,0.00113444608083616
"978","A","j",58.0903117468161,0.00107784737800738
"979","A","j",58.2578072682806,0.00102275149505906
"980","A","j",58.4253027897451,0.000969975096749523
"981","A","j",58.5927983112097,0.000919915327490176
"982","A","j",58.7602938326742,0.000871121820795666
"983","A","j",58.9277893541387,0.000825459038690752
"984","A","j",59.0952848756032,0.000781276472139926
"985","A","j",59.2627803970677,0.000738906855582521
"986","A","j",59.4302759185322,0.000699038163531748
"987","A","j",59.5977714399968,0.000660241841996001
"988","A","j",59.7652669614613,0.000623941810034936
"989","A","j",59.9327624829258,0.000589049233866186
"990","A","j",60.1002580043903,0.00055553188460632
"991","A","j",60.2677535258548,0.000524262004764184
"992","A","j",60.4352490473193,0.000493881271832632
"993","A","j",60.6027445687838,0.000465444965281136
"994","A","j",60.7702400902484,0.000438305826916991
"995","A","j",60.9377356117129,0.00041217723456165
"996","A","j",61.1052311331774,0.00038802273970301
"997","A","j",61.2727266546419,0.000364590521775812
"998","A","j",61.4402221761064,0.000342637804950434
"999","A","j",61.6077176975709,0.00032184732336747
"1000","A","j",61.7752132190355,0.000301773996838145
"1001","A","j",61.9427087405,0.000283397278712676
"1002","A","j",62.1102042619645,0.000265595687624039
"1003","A","j",62.277699783429,0.000248893431990599
"1004","A","j",62.4451953048935,0.000233205780307534
"1005","A","j",62.612690826358,0.000218044566370869
"1006","A","j",62.7801863478226,0.000204236689512412
"1007","A","j",62.9476818692871,0.000190915201810689
"1008","A","j",63.1151773907516,0.00017839091984231
"1009","A","j",63.2826729122161,0.000166731114925978
"1010","A","j",63.4501684336806,0.000155479778399797
"1011","A","j",63.6176639551451,0.000145225442026971
"1012","A","j",63.7851594766097,0.000135405488746424
"1013","A","j",63.9526549980742,0.000126149189936632
"1014","A","j",64.1201505195387,0.000117612767047655
"1015","A","j",64.2876460410032,0.000109387365098649
"1016","A","j",64.4551415624677,0.00010188144063096
"1017","A","j",64.6226370839322,9.47506142375567e-05
"1018","A","j",64.7901326053967,8.80077866396806e-05
"1019","A","j",64.9576281268613,8.1851483903994e-05
"1020","A","j",65.1251236483258,7.59276400603415e-05
"1021","A","j",65.2926191697903,7.05122638136841e-05
"1022","A","j",65.4601146912548,6.54113011704061e-05
"1023","A","j",65.6276102127193,6.05698220943475e-05
"1024","A","j",65.7951057341838,5.61963260109591e-05
"1025","B","i",-11.541754847292,0.999941545427856
"1026","B","i",-11.398734280375,0.99993712748796
"1027","B","i",-11.2557137134581,0.999932457688459
"1028","B","i",-11.1126931465411,0.999927533385617
"1029","B","i",-10.9696725796241,0.999922152581491
"1030","B","i",-10.8266520127071,0.999916584155791
"1031","B","i",-10.6836314457901,0.99991049394202
"1032","B","i",-10.5406108788731,0.999904091544023
"1033","B","i",-10.3975903119561,0.999897333896592
"1034","B","i",-10.2545697450391,0.999889999237175
"1035","B","i",-10.1115491781221,0.999882421094068
"1036","B","i",-9.9685286112051,0.999874138619828
"1037","B","i",-9.82550804428811,0.999865476641064
"1038","B","i",-9.68248747737112,0.999856327890076
"1039","B","i",-9.53946691045412,0.999846462012207
"1040","B","i",-9.39644634353713,0.999836284731738
"1041","B","i",-9.25342577662013,0.999825172419809
"1042","B","i",-9.11040520970314,0.999813607984582
"1043","B","i",-8.96738464278614,0.999801388709313
"1044","B","i",-8.82436407586915,0.999788293343331
"1045","B","i",-8.68134350895216,0.999774805534168
"1046","B","i",-8.53832294203516,0.999760097074013
"1047","B","i",-8.39530237511817,0.999744861208991
"1048","B","i",-8.25228180820117,0.999728760387124
"1049","B","i",-8.10926124128418,0.999711607846803
"1050","B","i",-7.96624067436718,0.999693968048583
"1051","B","i",-7.82322010745019,0.999674761476292
"1052","B","i",-7.6801995405332,0.999654953169634
"1053","B","i",-7.5371789736162,0.999634023087425
"1054","B","i",-7.39415840669921,0.999611852835212
"1055","B","i",-7.25113783978221,0.999589078860727
"1056","B","i",-7.10811727286522,0.999564343603197
"1057","B","i",-6.96509670594822,0.999538929955343
"1058","B","i",-6.82207613903123,0.999512087931591
"1059","B","i",-6.67905557211424,0.999483810079031
"1060","B","i",-6.53603500519724,0.999454734801766
"1061","B","i",-6.39301443828025,0.999423367520234
"1062","B","i",-6.24999387136325,0.999391191837687
"1063","B","i",-6.10697330444626,0.99935723071212
"1064","B","i",-5.96395273752926,0.999321638257358
"1065","B","i",-5.82093217061227,0.999285017125158
"1066","B","i",-5.67791160369528,0.999245764689444
"1067","B","i",-5.53489103677828,0.999205564204663
"1068","B","i",-5.39187046986129,0.99916317330989
"1069","B","i",-5.24884990294429,0.999118964645053
"1070","B","i",-5.1058293360273,0.999073459150862
"1071","B","i",-4.9628087691103,0.999024987434989
"1072","B","i",-4.81978820219331,0.998975421936014
"1073","B","i",-4.67676763527632,0.998923219782284
"1074","B","i",-4.53374706835932,0.998869032490498
"1075","B","i",-4.39072650144233,0.998813246909991
"1076","B","i",-4.24770593452533,0.998754179810672
"1077","B","i",-4.10468536760834,0.998693871811821
"1078","B","i",-3.96166480069134,0.998630450947585
"1079","B","i",-3.81864423377435,0.998564907142256
"1080","B","i",-3.67562366685735,0.998497437384946
"1081","B","i",-3.53260309994036,0.9984264071925
"1082","B","i",-3.38958253302337,0.998353993377888
"1083","B","i",-3.24656196610637,0.99827797686117
"1084","B","i",-3.10354139918938,0.998199739319322
"1085","B","i",-2.96052083227238,0.998119232935397
"1086","B","i",-2.81750026535539,0.998034940794404
"1087","B","i",-2.67447969843839,0.997949133358948
"1088","B","i",-2.5314591315214,0.997859241038729
"1089","B","i",-2.38843856460441,0.997767078202798
"1090","B","i",-2.24541799768741,0.997672303302346
"1091","B","i",-2.10239743077042,0.99757358726996
"1092","B","i",-1.95937686385342,0.997473242546057
"1093","B","i",-1.81635629693643,0.997368364006304
"1094","B","i",-1.67333573001943,0.997261220670418
"1095","B","i",-1.53031516310244,0.997151140156875
"1096","B","i",-1.38729459618545,0.997037047111851
"1097","B","i",-1.24427402926845,0.996921237619872
"1098","B","i",-1.10125346235146,0.996800507318816
"1099","B","i",-0.958232895434463,0.99667757660758
"1100","B","i",-0.81521232851747,0.996551422852524
"1101","B","i",-0.672191761600475,0.996421279372482
"1102","B","i",-0.529171194683482,0.996289364316695
"1103","B","i",-0.386150627766487,0.996152233329691
"1104","B","i",-0.243130060849493,0.996013024577193
"1105","B","i",-0.100109493932498,0.995870368645348
"1106","B","i",0.0429110729844968,0.995723845118498
"1107","B","i",0.18593163990149,0.995575533532829
"1108","B","i",0.328952206818485,0.995421831562881
"1109","B","i",0.471972773735478,0.995266228075532
"1110","B","i",0.614993340652473,0.99510703703186
"1111","B","i",0.758013907569467,0.994944198869109
"1112","B","i",0.901034474486462,0.994779563293134
"1113","B","i",1.04405504140346,0.994609580398902
"1114","B","i",1.18707560832045,0.994437880996303
"1115","B","i",1.33009617523745,0.994262556860703
"1116","B","i",1.47311674215444,0.994083896871252
"1117","B","i",1.61613730907143,0.99390336223011
"1118","B","i",1.75915787598843,0.9937179136999
"1119","B","i",1.90217844290542,0.993530852497885
"1120","B","i",2.04519900982242,0.993340247183678
"1121","B","i",2.18821957673941,0.993146694072519
"1122","B","i",2.33124014365641,0.992951260781257
"1123","B","i",2.4742607105734,0.992751466495168
"1124","B","i",2.61728127749039,0.992550206690271
"1125","B","i",2.76030184440739,0.992345608825886
"1126","B","i",2.90332241132438,0.992138508396568
"1127","B","i",3.04634297824138,0.991929602556609
"1128","B","i",3.18936354515837,0.991716982100295
"1129","B","i",3.33238411207536,0.991503081520078
"1130","B","i",3.47540467899236,0.991286173370662
"1131","B","i",3.61842524590935,0.991067241313615
"1132","B","i",3.76144581282635,0.990846661763658
"1133","B","i",3.90446637974334,0.990623074762705
"1134","B","i",4.04748694666034,0.990398423550479
"1135","B","i",4.19050751357733,0.990171209179822
"1136","B","i",4.33352808049432,0.989942457137794
"1137","B","i",4.47654864741132,0.989712294844346
"1138","B","i",4.61956921432831,0.989479856308197
"1139","B","i",4.76258978124531,0.98924659010117
"1140","B","i",4.9056103481623,0.989011299185137
"1141","B","i",5.0486309150793,0.988774938856467
"1142","B","i",5.19165148199629,0.988537474163182
"1143","B","i",5.33467204891328,0.988298450986845
"1144","B","i",5.47769261583028,0.988058846018808
"1145","B","i",5.62071318274727,0.9878178209823
"1146","B","i",5.76373374966427,0.98757615400946
"1147","B","i",5.90675431658126,0.987333740429872
"1148","B","i",6.04977488349826,0.987090438026821
"1149","B","i",6.19279545041525,0.986846797366125
"1150","B","i",6.33581601733225,0.986602374342436
"1151","B","i",6.47883658424924,0.986357678244406
"1152","B","i",6.62185715116623,0.986112624065513
"1153","B","i",6.76487771808323,0.98586727426978
"1154","B","i",6.90789828500022,0.985621816486179
"1155","B","i",7.05091885191722,0.985376212546695
"1156","B","i",7.19393941883421,0.985130634587678
"1157","B","i",7.3369599857512,0.98488509511478
"1158","B","i",7.4799805526682,0.984639757606073
"1159","B","i",7.62300111958519,0.984394520162239
"1160","B","i",7.76602168650219,0.984149739932272
"1161","B","i",7.90904225341918,0.983905211220974
"1162","B","i",8.05206282033618,0.983661104661843
"1163","B","i",8.19508338725317,0.983417593920108
"1164","B","i",8.33810395417017,0.983174363199596
"1165","B","i",8.48112452108716,0.982932137065737
"1166","B","i",8.62414508800415,0.982690318099395
"1167","B","i",8.76716565492115,0.982449276610842
"1168","B","i",8.91018622183814,0.982209124613105
"1169","B","i",9.05320678875513,0.981969416386697
"1170","B","i",9.19622735567213,0.981731166054912
"1171","B","i",9.33924792258912,0.981493432271082
"1172","B","i",9.48226848950612,0.981256796513756
"1173","B","i",9.62528905642311,0.981021258044715
"1174","B","i",9.76830962334011,0.980786343517284
"1175","B","i",9.9113301902571,0.98055319162929
"1176","B","i",10.0543507571741,0.980320663417913
"1177","B","i",10.1973713240911,0.980089524255562
"1178","B","i",10.3403918910081,0.979859627025787
"1179","B","i",10.4834124579251,0.979630531015807
"1180","B","i",10.6264330248421,0.979403429817933
"1181","B","i",10.7694535917591,0.979177046207744
"1182","B","i",10.9124741586761,0.978952331359103
"1183","B","i",11.0554947255931,0.978728967540346
"1184","B","i",11.19851529251,0.978506589305533
"1185","B","i",11.341535859427,0.978286407522881
"1186","B","i",11.484556426344,0.978067036928498
"1187","B","i",11.627576993261,0.977849634069912
"1188","B","i",11.770597560178,0.977633683986347
"1189","B","i",11.913618127095,0.977418929525655
"1190","B","i",12.056638694012,0.977206586210513
"1191","B","i",12.199659260929,0.976995161910118
"1192","B","i",12.342679827846,0.976786063734459
"1193","B","i",12.485700394763,0.976578537041756
"1194","B","i",12.62872096168,0.976372467370605
"1195","B","i",12.771741528597,0.976169075189323
"1196","B","i",12.914762095514,0.975966738381865
"1197","B","i",13.057782662431,0.975767190311438
"1198","B","i",13.200803229348,0.975569365841357
"1199","B","i",13.343823796265,0.975373340743217
"1200","B","i",13.486844363182,0.975180338586419
"1201","B","i",13.629864930099,0.974988568716523
"1202","B","i",13.7728854970159,0.974800197158883
"1203","B","i",13.9159060639329,0.974613740422877
"1204","B","i",14.0589266308499,0.974429535191014
"1205","B","i",14.2019471977669,0.974248788888349
"1206","B","i",14.3449677646839,0.974069500056724
"1207","B","i",14.4879883316009,0.973894398914599
"1208","B","i",14.6310088985179,0.97372143657632
"1209","B","i",14.7740294654349,0.97355131005008
"1210","B","i",14.9170500323519,0.973385161521982
"1211","B","i",15.0600705992689,0.973220745604712
"1212","B","i",15.2030911661859,0.973061501535515
"1213","B","i",15.3461117331029,0.972904635221922
"1214","B","i",15.4891323000199,0.972751331201947
"1215","B","i",15.6321528669369,0.972602580673212
"1216","B","i",15.7751734338539,0.97245588230979
"1217","B","i",15.9181940007709,0.972315524921413
"1218","B","i",16.0612145676879,0.972177772431151
"1219","B","i",16.2042351346049,0.972044443132974
"1220","B","i",16.3472557015218,0.971916255779021
"1221","B","i",16.4902762684388,0.971790471335764
"1222","B","i",16.6332968353558,0.971672342627994
"1223","B","i",16.7763174022728,0.9715570024217
"1224","B","i",16.9193379691898,0.971447051384974
"1225","B","i",17.0623585361068,0.971342788324289
"1226","B","i",17.2053791030238,0.971241397853422
"1227","B","i",17.3483996699408,0.971148836658151
"1228","B","i",17.4914202368578,0.971059280643163
"1229","B","i",17.6344408037748,0.97097613247523
"1230","B","i",17.7774613706918,0.970899115395827
"1231","B","i",17.9204819376088,0.970825625710248
"1232","B","i",18.0635025045258,0.970761713277721
"1233","B","i",18.2065230714428,0.970701122242671
"1234","B","i",18.3495436383598,0.970647936508326
"1235","B","i",18.4925642052768,0.970601164263635
"1236","B","i",18.6355847721938,0.970558576943819
"1237","B","i",18.7786053391107,0.970526072273754
"1238","B","i",18.9216259060277,0.970497136686473
"1239","B","i",19.0646464729447,0.970476491838247
"1240","B","i",19.2076670398617,0.970462334870526
"1241","B","i",19.3506876067787,0.970452963775171
"1242","B","i",19.4937081736957,0.970453860864784
"1243","B","i",19.6367287406127,0.970458475971193
"1244","B","i",19.7797493075297,0.970472055222686
"1245","B","i",19.9227698744467,0.970491958601267
"1246","B","i",20.0657904413637,0.97051712402242
"1247","B","i",20.2088110082807,0.970552369037693
"1248","B","i",20.3518315751977,0.970591356360801
"1249","B","i",20.4948521421147,0.970639669899249
"1250","B","i",20.6378727090317,0.970693897318225
"1251","B","i",20.7808932759487,0.970753667805009
"1252","B","i",20.9239138428657,0.970822931363429
"1253","B","i",21.0669344097827,0.970895818234286
"1254","B","i",21.2099549766996,0.970977994641667
"1255","B","i",21.3529755436166,0.971065443542283
"1256","B","i",21.4959961105336,0.971158456847535
"1257","B","i",21.6390166774506,0.971259989410031
"1258","B","i",21.7820372443676,0.971364873958947
"1259","B","i",21.9250578112846,0.971478548182068
"1260","B","i",22.0680783782016,0.971596660365373
"1261","B","i",22.2110989451186,0.971720048204911
"1262","B","i",22.3541195120356,0.971850639293354
"1263","B","i",22.4971400789526,0.971984160771217
"1264","B","i",22.6401606458696,0.972125477007029
"1265","B","i",22.7831812127866,0.972270260276748
"1266","B","i",22.9262017797036,0.972419691676914
"1267","B","i",23.0692223466206,0.972574743734923
"1268","B","i",23.2122429135376,0.972732167949678
"1269","B","i",23.3552634804546,0.972895904420286
"1270","B","i",23.4982840473716,0.973062069944658
"1271","B","i",23.6413046142886,0.973231916047059
"1272","B","i",23.7843251812055,0.973405632391472
"1273","B","i",23.9273457481225,0.973581050603123
"1274","B","i",24.0703663150395,0.973760860746014
"1275","B","i",24.2133868819565,0.973942069223541
"1276","B","i",24.3564074488735,0.974125679948002
"1277","B","i",24.4994280157905,0.974311354759514
"1278","B","i",24.6424485827075,0.974497982930528
"1279","B","i",24.7854691496245,0.97468673552897
"1280","B","i",24.9284897165415,0.974875934260558
"1281","B","i",25.0715102834585,0.975066005705694
"1282","B","i",25.2145308503755,0.975256393738824
"1283","B","i",25.3575514172925,0.975446943612455
"1284","B","i",25.5005719842095,0.975637139606517
"1285","B","i",25.6435925511265,0.975826963504342
"1286","B","i",25.7866131180435,0.976015965766131
"1287","B","i",25.9296336849605,0.97620370161299
"1288","B","i",26.0726542518775,0.976390700286732
"1289","B","i",26.2156748187944,0.976575024193678
"1290","B","i",26.3586953857114,0.976758227628302
"1291","B","i",26.5017159526284,0.976938856899562
"1292","B","i",26.6447365195454,0.977116889088543
"1293","B","i",26.7877570864624,0.977293207293351
"1294","B","i",26.9307776533794,0.977464880202383
"1295","B","i",27.0737982202964,0.97763476404968
"1296","B","i",27.2168187872134,0.977800381033411
"1297","B","i",27.3598393541304,0.977962385422779
"1298","B","i",27.5028599210474,0.978121695183134
"1299","B","i",27.6458804879644,0.978274836262682
"1300","B","i",27.7889010548814,0.978425635744608
"1301","B","i",27.9319216217984,0.978570654656387
"1302","B","i",28.0749421887154,0.978711394459836
"1303","B","i",28.2179627556324,0.978848534613959
"1304","B","i",28.3609833225494,0.978978488222482
"1305","B","i",28.5040038894664,0.979105691854211
"1306","B","i",28.6470244563833,0.979225890174436
"1307","B","i",28.7900450233003,0.979341496045152
"1308","B","i",28.9330655902173,0.979452750388514
"1309","B","i",29.0760861571343,0.979556323817388
"1310","B","i",29.2191067240513,0.979656901277838
"1311","B","i",29.3621272909683,0.979749629080061
"1312","B","i",29.5051478578853,0.979837781127122
"1313","B","i",29.6481684248023,0.979921051316288
"1314","B","i",29.7911889917193,0.979996649341186
"1315","B","i",29.9342095586363,0.980069175371008
"1316","B","i",30.0772301255533,0.98013345333568
"1317","B","i",30.2202506924703,0.980193456657668
"1318","B","i",30.3632712593873,0.980248322548091
"1319","B","i",30.5062918263043,0.980295974871282
"1320","B","i",30.6493123932213,0.980340646211468
"1321","B","i",30.7923329601383,0.980377152044482
"1322","B","i",30.9353535270553,0.980409907161571
"1323","B","i",31.0783740939723,0.980437577689086
"1324","B","i",31.2213946608892,0.980458864824375
"1325","B","i",31.3644152278062,0.980477416581895
"1326","B","i",31.5074357947232,0.980488369254791
"1327","B","i",31.6504563616402,0.980496247598483
"1328","B","i",31.7934769285572,0.980499414464879
"1329","B","i",31.9364974954742,0.980497305626671
"1330","B","i",32.0795180623912,0.980492841287231
"1331","B","i",32.2225386293082,0.980481800274506
"1332","B","i",32.3655591962252,0.980468441763492
"1333","B","i",32.5085797631422,0.980451055126365
"1334","B","i",32.6516003300592,0.980429677478614
"1335","B","i",32.7946208969762,0.980406432352198
"1336","B","i",32.9376414638932,0.980378034170904
"1337","B","i",33.0806620308102,0.980348088288737
"1338","B","i",33.2236825977272,0.980315077825114
"1339","B","i",33.3667031646442,0.980279439616012
"1340","B","i",33.5097237315612,0.980242441740628
"1341","B","i",33.6527442984781,0.980202156994416
"1342","B","i",33.7957648653951,0.980160990484912
"1343","B","i",33.9387854323121,0.98011795645102
"1344","B","i",34.0818059992291,0.98007364707143
"1345","B","i",34.2248265661461,0.980028586617607
"1346","B","i",34.3678471330631,0.979982233432344
"1347","B","i",34.5108676999801,0.979935626903335
"1348","B","i",34.6538882668971,0.97988852440275
"1349","B","i",34.7969088338141,0.979841412574309
"1350","B","i",34.9399294007311,0.979794294519723
"1351","B","i",35.0829499676481,0.979747775623092
"1352","B","i",35.2259705345651,0.979701628471941
"1353","B","i",35.3689911014821,0.979656464652054
"1354","B","i",35.5120116683991,0.979612412360687
"1355","B","i",35.6550322353161,0.979569198397617
"1356","B","i",35.7980528022331,0.979528289727161
"1357","B","i",35.9410733691501,0.979488348561532
"1358","B","i",36.0840939360671,0.979450907676502
"1359","B","i",36.227114502984,0.979415512867171
"1360","B","i",36.370135069901,0.979381858170122
"1361","B","i",36.513155636818,0.979351967403404
"1362","B","i",36.656176203735,0.979323588311829
"1363","B","i",36.799196770652,0.979299194383491
"1364","B","i",36.942217337569,0.979277570605998
"1365","B","i",37.085237904486,0.979258600328236
"1366","B","i",37.228258471403,0.979244564625621
"1367","B","i",37.37127903832,0.979232515004828
"1368","B","i",37.514299605237,0.979225836976449
"1369","B","i",37.657320172154,0.979222433815897
"1370","B","i",37.800340739071,0.979222562791821
"1371","B","i",37.943361305988,0.979228487902093
"1372","B","i",38.086381872905,0.979236789676012
"1373","B","i",38.229402439822,0.979251690093443
"1374","B","i",38.372423006739,0.979270154840288
"1375","B","i",38.515443573656,0.979292950525307
"1376","B","i",38.658464140573,0.97932209056928
"1377","B","i",38.8014847074899,0.979353903915012
"1378","B","i",38.9445052744069,0.979393329623467
"1379","B","i",39.0875258413239,0.979436408494692
"1380","B","i",39.2305464082409,0.979484495089621
"1381","B","i",39.3735669751579,0.979539170768004
"1382","B","i",39.5165875420749,0.979596716009175
"1383","B","i",39.6596081089919,0.979662628163828
"1384","B","i",39.8026286759089,0.979732104471144
"1385","B","i",39.9456492428259,0.979807105401451
"1386","B","i",40.0886698097429,0.979888657949559
"1387","B","i",40.2316903766599,0.979973172946002
"1388","B","i",40.3747109435769,0.980066513574571
"1389","B","i",40.5177315104939,0.980163180307173
"1390","B","i",40.6607520774109,0.98026569645729
"1391","B","i",40.8037726443279,0.980374475065033
"1392","B","i",40.9467932112449,0.980486205879694
"1393","B","i",41.0898137781619,0.980606898884253
"1394","B","i",41.2328343450788,0.980730563830322
"1395","B","i",41.3758549119958,0.980860185706253
"1396","B","i",41.5188754789128,0.980995566891721
"1397","B","i",41.6618960458298,0.981133964245368
"1398","B","i",41.8049166127468,0.981280775631897
"1399","B","i",41.9479371796638,0.981430297936861
"1400","B","i",42.0909577465808,0.981585650731115
"1401","B","i",42.2339783134978,0.981746088835782
"1402","B","i",42.3769988804148,0.981909556773287
"1403","B","i",42.5200194473318,0.982080466196985
"1404","B","i",42.6630400142488,0.98225382371521
"1405","B","i",42.8060605811658,0.982432644622295
"1406","B","i",42.9490811480828,0.982615752799926
"1407","B","i",43.0921017149998,0.982801755145447
"1408","B","i",43.2351222819168,0.982994031765076
"1409","B","i",43.3781428488338,0.983188418396502
"1410","B","i",43.5211634157508,0.983387665174107
"1411","B","i",43.6641839826678,0.983590325742784
"1412","B","i",43.8072045495847,0.983795589686411
"1413","B","i",43.9502251165017,0.984005830080773
"1414","B","i",44.0932456834187,0.984217781367311
"1415","B","i",44.2362662503357,0.984433769966943
"1416","B","i",44.3792868172527,0.984652271748114
"1417","B","i",44.5223073841697,0.98487293437573
"1418","B","i",44.6653279510867,0.985097210836232
"1419","B","i",44.8083485180037,0.985322754496564
"1420","B","i",44.9513690849207,0.985551321726606
"1421","B","i",45.0943896518377,0.985781520164442
"1422","B","i",45.2374102187547,0.98601329818406
"1423","B","i",45.3804307856717,0.986247327222939
"1424","B","i",45.5234513525887,0.986482153277546
"1425","B","i",45.6664719195057,0.986718838224168
"1426","B","i",45.8094924864227,0.986956331974895
"1427","B","i",45.9525130533397,0.987194707607318
"1428","B","i",46.0955336202567,0.987434031431994
"1429","B","i",46.2385541871736,0.987673674481199
"1430","B","i",46.3815747540906,0.987913910223535
"1431","B","i",46.5245953210076,0.988154225925099
"1432","B","i",46.6676158879246,0.98839463985476
"1433","B","i",46.8106364548416,0.988634811767383
"1434","B","i",46.9536570217586,0.988874836243723
"1435","B","i",47.0966775886756,0.989114141705384
"1436","B","i",47.2396981555926,0.989352917183014
"1437","B","i",47.3827187225096,0.989590958024755
"1438","B","i",47.5257392894266,0.989827721601015
"1439","B","i",47.6687598563436,0.990063899791136
"1440","B","i",47.8117804232606,0.99029806074641
"1441","B","i",47.9548009901776,0.990531216302557
"1442","B","i",48.0978215570946,0.990762795566904
"1443","B","i",48.2408421240116,0.990992247316277
"1444","B","i",48.3838626909286,0.991220719891374
"1445","B","i",48.5268832578456,0.991445948423679
"1446","B","i",48.6699038247625,0.991669836287001
"1447","B","i",48.8129243916795,0.991891338493403
"1448","B","i",48.9559449585965,0.992110064614316
"1449","B","i",49.0989655255135,0.992327474417136
"1450","B","i",49.2419860924305,0.992540537556492
"1451","B","i",49.3850066593475,0.992752061039657
"1452","B","i",49.5280272262645,0.992960460416803
"1453","B","i",49.6710477931815,0.993165640171294
"1454","B","i",49.8140683600985,0.993369113424771
"1455","B","i",49.9570889270155,0.993567542706587
"1456","B","i",50.1001094939325,0.993764238994175
"1457","B","i",50.2431300608495,0.993957176918423
"1458","B","i",50.3861506277665,0.994146647841265
"1459","B","i",50.5291711946835,0.994334029050993
"1460","B","i",50.6721917616005,0.99451599652473
"1461","B","i",50.8152123285175,0.994696079991391
"1462","B","i",50.9582328954345,0.994871900607186
"1463","B","i",51.1012534623515,0.995044183899546
"1464","B","i",51.2442740292684,0.995214052219311
"1465","B","i",51.3872945961854,0.995378383549772
"1466","B","i",51.5303151631024,0.99554074972356
"1467","B","i",51.6733357300194,0.995698494645005
"1468","B","i",51.8163562969364,0.995852782294717
"1469","B","i",51.9593768638534,0.996004404114656
"1470","B","i",52.1023974307704,0.996150578937626
"1471","B","i",52.2454179976874,0.996294772284523
"1472","B","i",52.3884385646044,0.996434138472217
"1473","B","i",52.5314591315214,0.996570246514838
"1474","B","i",52.6744796984384,0.996703522441514
"1475","B","i",52.8175002653554,0.996831614372014
"1476","B","i",52.9605208322724,0.99695776563918
"1477","B","i",53.1035413991894,0.997079033121181
"1478","B","i",53.2465619661064,0.997197327699635
"1479","B","i",53.3895825330234,0.997312712029928
"1480","B","i",53.5326030999404,0.997423304981784
"1481","B","i",53.6756236668573,0.997532045645561
"1482","B","i",53.8186442337744,0.997635983458502
"1483","B","i",53.9616648006913,0.997737287754004
"1484","B","i",54.1046853676083,0.997835689172149
"1485","B","i",54.2477059345253,0.99792977841362
"1486","B","i",54.3907265014423,0.99802214070135
"1487","B","i",54.5337470683593,0.998109900158338
"1488","B","i",54.6767676352763,0.998195390777435
"1489","B","i",54.8197882021933,0.998278063409781
"1490","B","i",54.9628087691103,0.998356949890723
"1491","B","i",55.1058293360273,0.998434260877378
"1492","B","i",55.2488499029443,0.99850726505283
"1493","B","i",55.3918704698613,0.998578366113206
"1494","B","i",55.5348910367783,0.998646799570778
"1495","B","i",55.6779116036953,0.998711985369378
"1496","B","i",55.8209321706123,0.998775762897363
"1497","B","i",55.9639527375293,0.998835600201396
