"","QCno","pr.y","group","metric"
"450",45,0.166666666666667,"Individual Value CUSUM-","FWHM"
"451",1,0,"Moving Range CUSUM+","FWHM"
"452",2,0,"Moving Range CUSUM+","FWHM"
"453",3,0,"Moving Range CUSUM+","FWHM"
"454",4,0,"Moving Range CUSUM+","FWHM"
"455",5,0,"Moving Range CUSUM+","FWHM"
"456",6,0,"Moving Range CUSUM+","FWHM"
"457",7,0,"Moving Range CUSUM+","FWHM"
"458",8,0,"Moving Range CUSUM+","FWHM"
"459",9,0,"Moving Range CUSUM+","FWHM"
"460",10,0,"Moving Range CUSUM+","FWHM"
"461",11,0,"Moving Range CUSUM+","FWHM"
"462",12,0,"Moving Range CUSUM+","FWHM"
"463",13,0,"Moving Range CUSUM+","FWHM"
"464",14,0,"Moving Range CUSUM+","FWHM"
"465",15,0,"Moving Range CUSUM+","FWHM"
"466",16,0,"Moving Range CUSUM+","FWHM"
"467",17,0,"Moving Range CUSUM+","FWHM"
"468",18,0,"Moving Range CUSUM+","FWHM"
"469",19,0,"Moving Range CUSUM+","FWHM"
"470",20,0,"Moving Range CUSUM+","FWHM"
"471",21,0,"Moving Range CUSUM+","FWHM"
"472",22,0,"Moving Range CUSUM+","FWHM"
"473",23,-0.333333333333333,"Moving Range CUSUM+","FWHM"
"474",24,-0.5,"Moving Range CUSUM+","FWHM"
"475",25,-0.333333333333333,"Moving Range CUSUM+","FWHM"
"476",26,-0.333333333333333,"Moving Range CUSUM+","FWHM"
"477",27,-0.333333333333333,"Moving Range CUSUM+","FWHM"
"478",28,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"479",29,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"480",30,0,"Moving Range CUSUM+","FWHM"
"481",31,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"482",32,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"483",33,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"484",34,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"485",35,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"486",36,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"487",37,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"488",38,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"489",39,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"490",40,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"491",41,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"492",42,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"493",43,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"494",44,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"495",45,-0.166666666666667,"Moving Range CUSUM+","FWHM"
"496",1,0,"Moving Range CUSUM-","FWHM"
"497",2,0,"Moving Range CUSUM-","FWHM"
"498",3,0,"Moving Range CUSUM-","FWHM"
"499",4,0,"Moving Range CUSUM-","FWHM"
"500",5,0,"Moving Range CUSUM-","FWHM"
"501",6,0,"Moving Range CUSUM-","FWHM"
"502",7,0,"Moving Range CUSUM-","FWHM"
"503",8,0,"Moving Range CUSUM-","FWHM"
"504",9,0,"Moving Range CUSUM-","FWHM"
"505",10,0,"Moving Range CUSUM-","FWHM"
"506",11,0,"Moving Range CUSUM-","FWHM"
"507",12,0,"Moving Range CUSUM-","FWHM"
"508",13,0,"Moving Range CUSUM-","FWHM"
"509",14,0,"Moving Range CUSUM-","FWHM"
"510",15,0,"Moving Range CUSUM-","FWHM"
"511",16,0,"Moving Range CUSUM-","FWHM"
"512",17,0,"Moving Range CUSUM-","FWHM"
"513",18,0,"Moving Range CUSUM-","FWHM"
"514",19,0,"Moving Range CUSUM-","FWHM"
"515",20,0,"Moving Range CUSUM-","FWHM"
"516",21,0,"Moving Range CUSUM-","FWHM"
"517",22,0,"Moving Range CUSUM-","FWHM"
"518",23,0,"Moving Range CUSUM-","FWHM"
"519",24,0,"Moving Range CUSUM-","FWHM"
"520",25,0,"Moving Range CUSUM-","FWHM"
"521",26,0,"Moving Range CUSUM-","FWHM"
"522",27,0,"Moving Range CUSUM-","FWHM"
"523",28,0,"Moving Range CUSUM-","FWHM"
"524",29,0,"Moving Range CUSUM-","FWHM"
"525",30,0,"Moving Range CUSUM-","FWHM"
"526",31,0,"Moving Range CUSUM-","FWHM"
"527",32,0,"Moving Range CUSUM-","FWHM"
"528",33,0,"Moving Range CUSUM-","FWHM"
"529",34,0,"Moving Range CUSUM-","FWHM"
"530",35,0,"Moving Range CUSUM-","FWHM"
"531",36,0,"Moving Range CUSUM-","FWHM"
"532",37,0,"Moving Range CUSUM-","FWHM"
"533",38,0,"Moving Range CUSUM-","FWHM"
"534",39,0,"Moving Range CUSUM-","FWHM"
"535",40,0,"Moving Range CUSUM-","FWHM"
"536",41,0,"Moving Range CUSUM-","FWHM"
"537",42,0,"Moving Range CUSUM-","FWHM"
"538",43,0,"Moving Range CUSUM-","FWHM"
"539",44,0,"Moving Range CUSUM-","FWHM"
"540",45,0,"Moving Range CUSUM-","FWHM"
"541",1,0,"Individual Value CUSUM+","Total Area"
"542",2,0,"Individual Value CUSUM+","Total Area"
"543",3,0,"Individual Value CUSUM+","Total Area"
"544",4,0,"Individual Value CUSUM+","Total Area"
"545",5,0,"Individual Value CUSUM+","Total Area"
"546",6,0,"Individual Value CUSUM+","Total Area"
"547",7,0,"Individual Value CUSUM+","Total Area"
"548",8,0,"Individual Value CUSUM+","Total Area"
"549",9,0,"Individual Value CUSUM+","Total Area"
"550",10,0.5,"Individual Value CUSUM+","Total Area"
"551",11,0.666666666666667,"Individual Value CUSUM+","Total Area"
"552",12,0.666666666666667,"Individual Value CUSUM+","Total Area"
"553",13,0.666666666666667,"Individual Value CUSUM+","Total Area"
"554",14,0.666666666666667,"Individual Value CUSUM+","Total Area"
"555",15,0.5,"Individual Value CUSUM+","Total Area"
"556",16,0.5,"Individual Value CUSUM+","Total Area"
"557",17,0.5,"Individual Value CUSUM+","Total Area"
"558",18,0.666666666666667,"Individual Value CUSUM+","Total Area"
"559",19,0.5,"Individual Value CUSUM+","Total Area"
"560",20,0.5,"Individual Value CUSUM+","Total Area"
"561",21,0.5,"Individual Value CUSUM+","Total Area"
"562",22,0.5,"Individual Value CUSUM+","Total Area"
"563",23,0.5,"Individual Value CUSUM+","Total Area"
"564",24,0.5,"Individual Value CUSUM+","Total Area"
"565",25,0.5,"Individual Value CUSUM+","Total Area"
"566",26,0.5,"Individual Value CUSUM+","Total Area"
"567",27,0.666666666666667,"Individual Value CUSUM+","Total Area"
"568",28,0.666666666666667,"Individual Value CUSUM+","Total Area"
"569",29,0.666666666666667,"Individual Value CUSUM+","Total Area"
"570",30,0.666666666666667,"Individual Value CUSUM+","Total Area"
"571",31,0.666666666666667,"Individual Value CUSUM+","Total Area"
"572",32,0.666666666666667,"Individual Value CUSUM+","Total Area"
"573",33,0.666666666666667,"Individual Value CUSUM+","Total Area"
"574",34,0.666666666666667,"Individual Value CUSUM+","Total Area"
"575",35,0.666666666666667,"Individual Value CUSUM+","Total Area"
"576",36,0.666666666666667,"Individual Value CUSUM+","Total Area"
"577",37,0.666666666666667,"Individual Value CUSUM+","Total Area"
"578",38,0.333333333333333,"Individual Value CUSUM+","Total Area"
"579",39,0.333333333333333,"Individual Value CUSUM+","Total Area"
"580",40,0.333333333333333,"Individual Value CUSUM+","Total Area"
"581",41,0.333333333333333,"Individual Value CUSUM+","Total Area"
"582",42,0.333333333333333,"Individual Value CUSUM+","Total Area"
"583",43,0.333333333333333,"Individual Value CUSUM+","Total Area"
"584",44,0.333333333333333,"Individual Value CUSUM+","Total Area"
"585",45,0.333333333333333,"Individual Value CUSUM+","Total Area"
"586",1,0,"Individual Value CUSUM-","Total Area"
"587",2,0,"Individual Value CUSUM-","Total Area"
"588",3,0,"Individual Value CUSUM-","Total Area"
"589",4,0,"Individual Value CUSUM-","Total Area"
"590",5,0,"Individual Value CUSUM-","Total Area"
"591",6,0,"Individual Value CUSUM-","Total Area"
"592",7,0,"Individual Value CUSUM-","Total Area"
"593",8,0,"Individual Value CUSUM-","Total Area"
"594",9,0,"Individual Value CUSUM-","Total Area"
"595",10,0,"Individual Value CUSUM-","Total Area"
"596",11,0,"Individual Value CUSUM-","Total Area"
"597",12,0,"Individual Value CUSUM-","Total Area"
"598",13,0,"Individual Value CUSUM-","Total Area"
"599",14,0,"Individual Value CUSUM-","Total Area"
"600",15,0.166666666666667,"Individual Value CUSUM-","Total Area"
"601",16,0.166666666666667,"Individual Value CUSUM-","Total Area"
"602",17,0.166666666666667,"Individual Value CUSUM-","Total Area"
"603",18,0.166666666666667,"Individual Value CUSUM-","Total Area"
"604",19,0.166666666666667,"Individual Value CUSUM-","Total Area"
"605",20,0.166666666666667,"Individual Value CUSUM-","Total Area"
"606",21,0.166666666666667,"Individual Value CUSUM-","Total Area"
"607",22,0.333333333333333,"Individual Value CUSUM-","Total Area"
"608",23,0.333333333333333,"Individual Value CUSUM-","Total Area"
"609",24,0.333333333333333,"Individual Value CUSUM-","Total Area"
"610",25,0.333333333333333,"Individual Value CUSUM-","Total Area"
"611",26,0.333333333333333,"Individual Value CUSUM-","Total Area"
"612",27,0.333333333333333,"Individual Value CUSUM-","Total Area"
"613",28,0.333333333333333,"Individual Value CUSUM-","Total Area"
"614",29,0.5,"Individual Value CUSUM-","Total Area"
"615",30,0.333333333333333,"Individual Value CUSUM-","Total Area"
"616",31,0.333333333333333,"Individual Value CUSUM-","Total Area"
"617",32,0.333333333333333,"Individual Value CUSUM-","Total Area"
"618",33,0.333333333333333,"Individual Value CUSUM-","Total Area"
"619",34,0.5,"Individual Value CUSUM-","Total Area"
"620",35,0.5,"Individual Value CUSUM-","Total Area"
"621",36,0.5,"Individual Value CUSUM-","Total Area"
"622",37,0.5,"Individual Value CUSUM-","Total Area"
"623",38,0.5,"Individual Value CUSUM-","Total Area"
"624",39,0.5,"Individual Value CUSUM-","Total Area"
"625",40,0.666666666666667,"Individual Value CUSUM-","Total Area"
"626",41,0.666666666666667,"Individual Value CUSUM-","Total Area"
"627",42,0.666666666666667,"Individual Value CUSUM-","Total Area"
"628",43,0.666666666666667,"Individual Value CUSUM-","Total Area"
"629",44,0.666666666666667,"Individual Value CUSUM-","Total Area"
"630",45,0.666666666666667,"Individual Value CUSUM-","Total Area"
"631",1,0,"Moving Range CUSUM+","Total Area"
"632",2,0,"Moving Range CUSUM+","Total Area"
"633",3,0,"Moving Range CUSUM+","Total Area"
"634",4,0,"Moving Range CUSUM+","Total Area"
"635",5,0,"Moving Range CUSUM+","Total Area"
"636",6,0,"Moving Range CUSUM+","Total Area"
"637",7,0,"Moving Range CUSUM+","Total Area"
"638",8,0,"Moving Range CUSUM+","Total Area"
"639",9,0,"Moving Range CUSUM+","Total Area"
"640",10,-0.333333333333333,"Moving Range CUSUM+","Total Area"
"641",11,-0.5,"Moving Range CUSUM+","Total Area"
"642",12,-0.666666666666667,"Moving Range CUSUM+","Total Area"
"643",13,-0.666666666666667,"Moving Range CUSUM+","Total Area"
"644",14,-0.666666666666667,"Moving Range CUSUM+","Total Area"
"645",15,-0.666666666666667,"Moving Range CUSUM+","Total Area"
"646",16,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"647",17,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"648",18,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"649",19,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"650",20,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"651",21,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"652",22,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"653",23,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"654",24,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"655",25,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"656",26,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"657",27,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"658",28,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"659",29,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"660",30,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"661",31,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"662",32,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"663",33,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"664",34,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"665",35,-1,"Moving Range CUSUM+","Total Area"
"666",36,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"667",37,-0.833333333333333,"Moving Range CUSUM+","Total Area"
"668",38,-1,"Moving Range CUSUM+","Total Area"
"669",39,-1,"Moving Range CUSUM+","Total Area"
"670",40,-1,"Moving Range CUSUM+","Total Area"
"671",41,-1,"Moving Range CUSUM+","Total Area"
"672",42,-1,"Moving Range CUSUM+","Total Area"
"673",43,-1,"Moving Range CUSUM+","Total Area"
"674",44,-1,"Moving Range CUSUM+","Total Area"
"675",45,-1,"Moving Range CUSUM+","Total Area"
"676",1,0,"Moving Range CUSUM-","Total Area"
"677",2,0,"Moving Range CUSUM-","Total Area"
"678",3,0,"Moving Range CUSUM-","Total Area"
"679",4,0,"Moving Range CUSUM-","Total Area"
"680",5,0,"Moving Range CUSUM-","Total Area"
"681",6,0,"Moving Range CUSUM-","Total Area"
"682",7,0,"Moving Range CUSUM-","Total Area"
"683",8,0,"Moving Range CUSUM-","Total Area"
"684",9,0,"Moving Range CUSUM-","Total Area"
"685",10,0,"Moving Range CUSUM-","Total Area"
"686",11,0,"Moving Range CUSUM-","Total Area"
"687",12,0,"Moving Range CUSUM-","Total Area"
"688",13,0,"Moving Range CUSUM-","Total Area"
"689",14,0,"Moving Range CUSUM-","Total Area"
"690",15,0,"Moving Range CUSUM-","Total Area"
"691",16,0,"Moving Range CUSUM-","Total Area"
"692",17,0,"Moving Range CUSUM-","Total Area"
"693",18,0,"Moving Range CUSUM-","Total Area"
"694",19,0,"Moving Range CUSUM-","Total Area"
"695",20,0,"Moving Range CUSUM-","Total Area"
"696",21,0,"Moving Range CUSUM-","Total Area"
"697",22,0,"Moving Range CUSUM-","Total Area"
"698",23,0,"Moving Range CUSUM-","Total Area"
"699",24,0,"Moving Range CUSUM-","Total Area"
"700",25,0,"Moving Range CUSUM-","Total Area"
"701",26,0,"Moving Range CUSUM-","Total Area"
"702",27,0,"Moving Range CUSUM-","Total Area"
"703",28,0,"Moving Range CUSUM-","Total Area"
"704",29,0,"Moving Range CUSUM-","Total Area"
"705",30,0,"Moving Range CUSUM-","Total Area"
"706",31,0,"Moving Range CUSUM-","Total Area"
"707",32,0,"Moving Range CUSUM-","Total Area"
"708",33,0,"Moving Range CUSUM-","Total Area"
"709",34,0,"Moving Range CUSUM-","Total Area"
"710",35,0,"Moving Range CUSUM-","Total Area"
"711",36,0,"Moving Range CUSUM-","Total Area"
"712",37,0,"Moving Range CUSUM-","Total Area"
"713",38,0,"Moving Range CUSUM-","Total Area"
"714",39,0,"Moving Range CUSUM-","Total Area"
"715",40,0,"Moving Range CUSUM-","Total Area"
"716",41,0,"Moving Range CUSUM-","Total Area"
"717",42,0,"Moving Range CUSUM-","Total Area"
"718",43,0,"Moving Range CUSUM-","Total Area"
"719",44,0,"Moving Range CUSUM-","Total Area"
"720",45,0,"Moving Range CUSUM-","Total Area"
